,KOI_x,KIC,Kepler,Prot_flag,Prot_adopted,Prot_ANG18,Prot_MAZ15,Prot_D20,Prot_MCQ13,Prot_WAL13,KOI_y,Teff,E_Teff,e_Teff,[Fe/H],E_[Fe/H],e_[Fe/H],Ksmag,e_Ksmag,plx,e_plx,R,E_R,e_R,Miso,E_Miso,e_Miso,Riso,E_Riso,e_Riso,rhoiso,E_rhoiso,e_rhoiso,logAiso,E_logAiso,e_logAiso,plxspec,E_plxspec,e_plxspec,r8,RCF,KOI_strip
115,212,6300348,,b,m15,,16.30,8.27,16.30,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,214,11046458,Kepler-424,b,a18,15.10,31.40,14.68,,,K00214,5482,60,60,0.42,0.04,0.04,12.47,0.022,1.456,0.02,1.038,0.029,0.028,1.033,0.035,0.031,1.028,0.016,0.015,0.95,0.06,0.06,9.69,0.16,0.24,1.341,0.123,0.161,1.003,1.0013,214
117,216,6152974,Kepler-118,b,m15,,27.66,13.82,27.68,13.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,217,9595827,Kepler-71,a,m15,,19.71,9.91,19.77,22.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,219,6305192,Kepler-494,a,m15,,9.01,9.85,8.99,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,220,7132798,Kepler-119,m,,,32.85,15.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,221,3937519,,f,,,19.20,23.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,222,4249725,Kepler-120,b,m15,,27.03,19.67,,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,223,4545187,Kepler-121,m,,,34.28,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,226,5959753,Kepler-496,b,d20,,52.38,17.64,,28.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,227,6185476,,a,m15,,16.80,16.54,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,229,3847907,Kepler-497,f,,,,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,232,4833421,Kepler-122,f,,22.16,61.76,12.69,,,K00232,5917,60,60,-0.08,0.04,0.04,12.826,0.028,0.998,0.018,1.239,0.038,0.037,0.982,0.028,0.029,1.229,0.024,0.023,0.53,0.04,0.03,9.9,0.06,0.07,1.078,0.106,0.135,1.017,,232
128,234,8491277,Kepler-498,m,,,53.12,16.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,235,8107225,Kepler-499,b,m15,,17.98,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,237,8041216,Kepler-500,b,d20,23.84,23.25,12.13,23.30,27.73,K00237,5748,60,60,0.24,0.04,0.04,12.588,0.022,1.263,0.018,1.119,0.031,0.03,1.076,0.035,0.035,1.092,0.019,0.017,0.82,0.07,0.05,9.6,0.16,0.25,1.07,0.128,0.141,1.004,1.0006,237
131,238,7219825,,f,,10.39,20.24,35.60,,,K00238,6154,60,60,-0.08,0.04,0.04,12.655,0.025,1.003,0.021,1.318,0.041,0.04,1.079,0.029,0.03,1.297,0.028,0.028,0.49,0.04,0.03,9.7,0.07,0.08,1.079,0.106,0.146,1.002,1.0069,238
132,239,6383785,,m,,,57.31,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,240,8026752,Kepler-502,f,,,75.45,23.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,241,11288051,Kepler-124,f,,1.10,49.42,32.68,,,K00241,4960,60,60,-0.46,0.04,0.04,12.233,0.026,2.405,0.017,0.748,0.021,0.02,0.706,0.01,0.006,0.723,0.004,0.004,1.87,0.04,0.03,10.11,0.03,0.07,2.739,0.075,0.079,1.05,,241
135,242,3642741,Kepler-503,a,m15,,12.71,12.42,12.65,12.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,244,4349452,Kepler-25,b,m15,,,23.20,23.15,24.55,K00244,6285,60,60,-0.04,0.04,0.04,9.493,0.017,4.135,0.024,1.342,0.029,0.028,1.148,0.035,0.033,1.334,0.009,0.01,0.48,0.03,0.02,9.55,0.09,0.1,4.471,0.376,0.564,1,,244
137,245,8478994,Kepler-37,m,,41.78,,14.84,,28.79,K00245,5348,60,60,-0.25,0.04,0.04,7.942,0.013,15.668,0.029,0.786,0.018,0.018,0.787,0.037,0.029,0.787,0.005,0.005,1.61,0.11,0.08,9.92,0.15,0.3,16.105,0.529,0.699,1,,245
138,246,11295426,Kepler-68,m,,16.38,,17.23,,,K00246,5789,60,60,0.14,0.04,0.04,8.588,0.022,6.961,0.021,1.252,0.03,0.029,1.042,0.033,0.03,1.251,0.009,0.008,0.53,0.03,0.02,9.87,0.07,0.08,6.819,0.779,0.891,1,,246
139,247,11852982,,a,m15,,16.23,16.40,16.37,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,248,5364071,Kepler-49,a,m15,,18.34,18.53,18.51,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,249,9390653,Kepler-504,m,,,46.05,22.62,46.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,250,9757613,Kepler-26,a,m15,,17.88,17.93,17.92,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,251,10489206,Kepler-125,a,m15,,14.51,14.54,14.54,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,252,11187837,,a,m15,,40.07,40.33,40.33,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,253,11752906,,m,,,74.83,36.27,37.13,39.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,254,5794240,Kepler-45,a,m13,,,15.81,15.81,15.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,255,7021681,,m,,,42.76,21.56,,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,257,5514383,Kepler-506,b,a18,7.94,7.86,40.10,7.86,,K00257,6163,60,60,0.1,0.04,0.04,9.617,0.017,4.402,0.026,1.193,0.026,0.026,1.156,0.04,0.018,1.194,0.006,0.01,0.69,0.03,0.03,9.33,0.13,0.28,4.236,0.34,0.471,1,1.0001,257
149,260,8292840,Kepler-126,b,a18,7.33,,7.21,,,K00260,6270,60,60,-0.16,0.04,0.04,9.344,0.011,4.237,0.029,1.395,0.029,0.029,1.108,0.023,0.042,1.399,0.011,0.009,0.4,0.01,0.02,9.66,0.08,0.05,5.01,0.437,0.647,1,,260
150,261,5383248,Kepler-96,a,a18,15.17,14.86,15.25,14.92,15.30,K00261,5751,60,60,0.1,0.04,0.04,8.868,0.02,8.162,0.026,0.943,0.022,0.021,1.013,0.014,0.029,0.947,0.004,0.002,1.19,0.03,0.04,9.25,0.28,0.21,7.769,0.355,0.579,1.001,1,261
151,262,11807274,Kepler-50,a,a18,7.86,7.60,7.97,7.55,,K00262,6162,60,60,-0.09,0.04,0.04,9.197,0.019,4.023,0.03,1.587,0.036,0.035,1.154,0.048,0.054,1.588,0.013,0.014,0.29,0.02,0.02,9.67,0.08,0.09,4.499,0.546,0.533,1,,262
152,265,12024120,Kepler-507,b,a18,12.48,24.49,12.28,,,K00265,6030,60,60,0.14,0.04,0.04,10.665,0.017,2.578,0.021,1.279,0.03,0.029,1.144,0.024,0.031,1.272,0.011,0.016,0.56,0.02,0.03,9.59,0.09,0.1,2.518,0.265,0.396,1,,265
153,266,7375348,,m,,,,3.35,,,K00266,6150,60,60,-0.06,0.04,0.04,10.379,0.012,3.105,0.024,1.194,0.026,0.025,1.071,0.035,0.029,1.196,0.009,0.013,0.62,0.03,0.02,9.62,0.09,0.12,3.275,0.232,0.376,1.002,1.0004,266
154,268,3425851,,a,m13,,,7.87,7.87,7.97,K00268,6388,60,60,-0.02,0.04,0.04,9.604,,3.911,0.035,1.333,0.031,0.03,1.188,0.051,0.021,1.325,0.01,0.014,0.51,0.03,0.02,9.43,0.06,0.22,4.221,0.227,0.422,1.022,1.0149,268
155,269,7670943,,b,a18,6.11,5.21,5.24,5.27,,K00269,6302,60,60,-0.07,0.04,0.04,9.754,0.011,3.411,0.025,1.432,0.03,0.03,1.173,0.027,0.03,1.434,0.011,0.01,0.4,0.02,0.01,9.57,0.06,0.06,3.82,0.386,0.526,1,1.0002,269
156,270,6528464,Kepler-449,m,,22.09,36.04,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,271,9451706,Kepler-127,b,a18,10.20,10.10,9.54,10.12,,K00271,6125,60,60,0.24,0.04,0.04,10.234,0.019,2.859,0.021,1.383,0.032,0.031,1.248,0.014,0.022,1.379,0.009,0.009,0.48,0.01,0.02,9.43,0.08,0.06,2.894,0.263,0.421,1,,271
158,273,3102384,Kepler-454,m,,27.37,37.33,14.09,,,K00273,5678,60,60,0.28,0.04,0.04,9.968,0.018,4.356,0.024,1.071,0.025,0.025,1.06,0.017,0.033,1.069,0.008,0.007,0.86,0.04,0.04,9.64,0.14,0.14,3.721,0.423,0.499,1.001,,273
159,274,8077137,Kepler-128,b,m15,20.70,13.07,13.62,,,K00274,6081,60,60,-0.03,0.04,0.04,10.109,0.011,2.547,0.025,1.66,0.038,0.037,1.155,0.073,0.041,1.653,0.021,0.015,0.26,0.02,0.02,9.71,0.06,0.12,2.822,0.333,0.341,1,,274
160,275,10586004,Kepler-129,m,,29.87,29.78,10.02,,,K00275,5808,60,60,0.26,0.04,0.04,10.252,0.019,2.47,0.026,1.636,0.041,0.04,1.235,0.026,0.083,1.633,0.016,0.022,0.28,0.01,0.02,9.7,0.12,0.06,2.47,0.275,0.337,1,,275
161,276,11133306,Kepler-509,f,,19.22,55.45,16.62,,,K00276,5952,60,60,-0.02,0.04,0.04,10.483,0.025,3.033,0.034,1.19,0.031,0.03,1.018,0.031,0.028,1.185,0.015,0.014,0.61,0.04,0.03,9.8,0.08,0.09,3.122,0.298,0.389,1,,276
162,277,11401755,Kepler-36,m,,20.24,17.62,17.56,,,K00277,5979,60,60,-0.18,0.04,0.04,10.788,0.022,1.918,0.021,1.634,0.042,0.04,1.034,0.022,0.022,1.629,0.02,0.019,0.24,0.01,0.01,9.87,0.03,0.03,2.312,0.272,0.329,1,,277
163,279,12314973,Kepler-450,b,a18,10.24,20.82,10.43,20.80,,K00279,6298,60,60,0.17,0.04,0.04,10.429,0.017,2.217,0.024,1.611,0.038,0.037,1.334,0.023,0.022,1.6,0.028,0.008,0.33,0.01,0.02,9.41,0.04,0.05,2.51,0.264,0.348,1.001,1.0242,279
164,280,4141376,Kepler-1655,f,,22.50,27.83,37.19,,,K00280,6002,60,60,-0.27,0.04,0.04,9.785,0.017,4.713,0.022,1.052,0.023,0.023,0.922,0.029,0.029,1.051,0.007,0.008,0.79,0.04,0.04,9.86,0.08,0.1,5.071,0.346,0.503,1,,280
165,281,4143755,Kepler-510,b,a18,22.29,65.65,23.67,,,K00281,5700,60,60,-0.36,0.04,0.04,10.446,0.02,2.614,0.025,1.455,0.037,0.036,0.861,0.015,0.01,1.437,0.018,0.014,0.29,0.01,0.01,10.12,0.02,0.02,4.1,0.28,0.365,1.001,,281
166,282,5088536,Kepler-130,m,,27.47,35.82,11.88,,34.80,K00282,5887,60,60,-0.16,0.04,0.04,10.49,0.02,3.182,0.023,1.138,0.027,0.026,0.927,0.028,0.028,1.135,0.011,0.01,0.63,0.03,0.03,9.96,0.07,0.07,3.491,0.305,0.395,1.004,,282
167,283,5695396,,a,a18,17.88,17.43,19.09,17.52,17.21,K00283,5787,60,60,0.19,0.04,0.04,10.079,0.017,4.397,0.027,0.999,0.023,0.023,1.076,0.019,0.033,1,0.007,0.006,1.08,0.03,0.06,9.01,0.42,0.52,4.13,0.229,0.354,1,,283
168,284,6021275,Kepler-132,f,,10.55,40.94,20.65,,,K00284,5910,60,60,-0.2,0.04,0.04,10.424,0.019,3.673,0.294,1.038,0.097,0.083,0.929,0.035,0.033,1,0.084,0.066,0.91,0.24,0.2,9.81,0.15,0.3,3.829,0.248,0.376,1,1.2885,284
169,285,6196457,Kepler-92,b,a18,17.00,32.50,16.32,,,K00285,5946,60,60,0.19,0.04,0.04,10.403,0.018,2.116,0.023,1.763,0.044,0.042,1.29,0.03,0.089,1.757,0.022,0.022,0.24,0.01,0.02,9.6,0.13,0.05,2.278,0.287,0.306,1,1.0019,285
170,288,9592705,,a,a18,13.57,13.34,13.55,13.38,,K00288,6221,60,60,0.22,0.04,0.04,9.705,0.014,2.467,0.025,2.044,0.047,0.046,1.481,0.023,0.022,2.03,0.024,0.024,0.18,0.01,0.01,9.36,0.03,0.04,2.833,0.365,0.462,1,1.0438,288
171,289,10386922,,m,,29.26,32.44,15.27,,,K00289,5837,60,60,-0.35,0.04,0.04,11.187,0.016,1.558,0.024,1.698,0.046,0.045,0.952,0.02,0.017,1.696,0.028,0.026,0.2,0.01,0.01,9.96,0.03,0.03,2.218,0.292,0.332,1.001,1.3698,289
172,291,10933561,Kepler-133,m,,20.93,27.99,15.49,,,K00291,5712,60,60,0.29,0.04,0.04,11.32,0.016,1.556,0.045,1.615,0.06,0.058,1.177,0.061,0.057,1.589,0.046,0.042,0.29,0.03,0.03,9.78,0.09,0.09,1.776,0.207,0.21,1,1.1649,291
173,292,11075737,Kepler-97,b,a18,21.81,19.77,11.65,,,K00292,5773,60,60,-0.15,0.04,0.04,11.345,0.026,2.519,0.022,0.98,0.025,0.025,0.901,0.035,0.031,0.977,0.01,0.01,0.96,0.06,0.05,9.89,0.11,0.14,2.648,0.159,0.234,1,1.0291,292
174,294,11259686,Kepler-512,b,a18,13.94,12.09,10.87,12.10,12.37,K00294,6051,60,60,0.04,0.04,0.04,11.315,0.022,2.164,0.022,1.134,0.028,0.027,1.1,0.029,0.038,1.122,0.011,0.016,0.77,0.05,0.03,9.42,0.17,0.22,2.132,0.15,0.246,1,1.0054,294
175,295,11547513,Kepler-134,b,m15,28.86,15.75,14.65,15.72,,K00295,5918,60,60,-0.17,0.04,0.04,10.951,0.019,3.011,0.021,0.969,0.023,0.022,0.956,0.032,0.033,0.966,0.009,0.008,1.05,0.06,0.06,9.62,0.16,0.22,3.069,0.146,0.239,1,,295
176,296,11802615,Kepler-513,m,,20.94,78.75,14.95,,,K00296,5748,60,60,-0.11,0.04,0.04,11.469,0.023,2.16,0.02,1.079,0.028,0.027,0.9,0.028,0.025,1.078,0.011,0.011,0.72,0.04,0.04,10.02,0.06,0.08,2.276,0.204,0.263,1,,296
177,297,11905011,Kepler-514,b,a18,8.81,8.28,8.60,8.29,8.27,K00297,6155,60,60,0.11,0.04,0.04,10.875,0.019,2.221,0.024,1.323,0.032,0.031,1.176,0.036,0.023,1.329,0.014,0.019,0.5,0.03,0.02,9.53,0.07,0.12,2.368,0.192,0.261,1,,297
178,298,12785320,,b,d20,,34.22,16.73,,27.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,299,2692377,Kepler-98,b,a18,23.42,23.00,11.45,22.97,23.43,K00299,5567,60,60,0.2,0.04,0.04,11.253,0.017,2.879,0.024,0.91,0.022,0.022,1.001,0.013,0.03,0.913,0.007,0.006,1.33,0.02,0.07,8.98,0.52,0.41,2.716,0.115,0.175,1,1.0001,299
180,301,3642289,Kepler-135,f,,14.15,82.00,16.14,,,K00301,6014,60,60,-0.07,0.04,0.04,11.456,0.022,1.633,0.028,1.413,0.04,0.039,1.047,0.032,0.028,1.399,0.025,0.024,0.38,0.03,0.02,9.83,0.05,0.06,1.659,0.197,0.223,1,,301
181,302,3662838,,a,m13,,,5.49,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,303,5966322,Kepler-517,b,d20,18.71,56.21,21.53,,,K00303,5563,60,60,-0.16,0.04,0.04,10.631,0.018,3.474,0.024,1.009,0.025,0.024,0.847,0.017,0.012,1.001,0.007,0.008,0.84,0.03,0.02,10.1,0.03,0.05,3.892,0.248,0.291,1.006,,303
183,304,6029239,,b,a18,16.78,16.57,8.55,16.50,14.42,K00304,5802,60,60,-0.14,0.04,0.04,11.109,0.019,2.984,0.025,0.922,0.022,0.022,0.94,0.032,0.038,0.918,0.009,0.009,1.21,0.08,0.07,9.57,0.21,0.37,3.004,0.136,0.19,1,,304
184,305,6063220,Kepler-99,b,a18,31.46,29.78,15.29,29.55,14.99,K00305,4852,60,60,0.23,0.04,0.04,10.757,0.018,4.823,0.024,0.737,0.02,0.019,0.82,0.006,0.017,0.748,0.004,0.003,1.95,0.04,0.06,9.29,0.3,0.36,4.513,0.137,0.149,1.004,,305
185,306,6071903,Kepler-519,a,a18,17.60,17.77,18.27,17.83,17.84,K00306,5347,60,60,0.18,0.04,0.04,10.761,0.021,4.079,0.024,0.823,0.021,0.02,0.912,0.014,0.015,0.834,0.003,0.01,1.58,0.03,0.05,9.28,0.27,0.42,3.823,0.132,0.17,1.04,1.0181,306
186,307,6289257,Kepler-520,b,a18,14.31,13.62,14.61,,,K00307,6009,60,60,-0.09,0.04,0.04,11.488,0.02,1.39,0.124,1.673,0.176,0.147,1.078,0.048,0.039,1.584,0.156,0.124,0.26,0.07,0.06,9.81,0.05,0.06,2.197,0.118,0.178,1.019,1.3382,307
187,308,6291837,,b,m15,23.34,6.02,14.33,,,K00308,6237,60,60,0.02,0.04,0.04,11.041,0.018,1.94,0.057,1.403,0.052,0.05,1.186,0.025,0.03,1.398,0.043,0.047,0.43,0.05,0.04,9.54,0.06,0.07,2.288,0.139,0.204,1,,308
188,312,7050989,Kepler-136,b,a18,7.61,0.34,7.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,313,7419318,Kepler-137,f,,20.51,39.15,14.99,,,K00313,5237,60,60,0.05,0.04,0.04,11.165,0.011,3.325,0.02,0.851,0.021,0.02,0.85,0.032,0.026,0.85,0.007,0.008,1.38,0.09,0.07,9.91,0.14,0.21,3.368,0.139,0.168,1.003,,313
190,314,7603200,Kepler-138,a,m15,,19.34,9.70,19.39,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,315,7700622,,b,a18,33.40,31.63,30.60,31.43,,K00315,4816,60,60,-0.22,0.04,0.04,10.813,0.016,5.141,0.025,0.68,0.018,0.018,0.703,0.019,0.02,0.679,0.005,0.004,2.23,0.09,0.08,9.88,0.19,0.36,5.183,0.152,0.153,1.019,,315
192,316,8008067,,b,a18,19.68,26.40,15.13,,,K00316,5630,60,60,0.35,0.04,0.04,11.167,0.015,2.582,0.027,1.045,0.026,0.025,1.078,0.028,0.034,1.039,0.014,0.01,0.96,0.04,0.06,9.45,0.23,0.33,2.25,0.236,0.311,1.001,,316
193,317,8121310,,f,,9.69,70.93,40.98,,,K00317,6563,60,60,0.06,0.04,0.04,11.67,0.023,1.228,0.02,1.632,0.045,0.043,1.355,0.03,0.019,1.6,0.031,0.026,0.33,0.02,0.02,9.29,0.05,0.06,1.384,0.115,0.161,1.01,1.0064,317
194,318,8156120,Kepler-522,a,a18,5.24,4.99,4.95,4.92,,K00318,6338,60,60,0.26,0.04,0.04,11.068,0.011,1.589,0.025,1.672,0.043,0.041,1.403,0.016,0.023,1.651,0.039,0.024,0.31,0.01,0.02,9.31,0.06,0.06,1.739,0.17,0.26,1,,318
195,319,8684730,,b,a18,19.67,19.65,19.77,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,321,8753657,Kepler-406,f,,18.37,76.54,16.77,,,K00321,5656,60,60,0.28,0.04,0.04,10.97,0.017,2.771,0.025,1.066,0.026,0.026,1.055,0.028,0.032,1.06,0.012,0.013,0.88,0.05,0.05,9.63,0.15,0.2,2.59,0.231,0.332,1,,321
197,323,9139084,Kepler-523,a,a18,7.60,7.64,7.64,7.64,7.97,K00323,5529,60,60,0.1,0.04,0.04,10.827,0.017,3.972,0.025,0.803,0.019,0.019,0.914,0.004,0.015,0.823,0.002,0.005,1.64,0.02,0.04,8.83,0.45,0.11,3.563,0.155,0.147,1,,323
198,326,9880467,,a,m13,,,17.03,16.95,17.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,327,9881662,Kepler-140,b,a18,13.30,24.91,12.03,24.52,,K00327,6024,60,60,-0.03,0.04,0.04,11.709,0.015,1.737,0.02,1.172,0.029,0.028,1.044,0.032,0.03,1.169,0.015,0.015,0.65,0.03,0.03,9.7,0.09,0.11,1.788,0.155,0.219,1.082,,327
200,330,11361646,Kepler-524,b,d20,29.55,25.60,11.84,,27.73,K00330,5838,60,60,0.01,0.04,0.04,12.384,0.024,0.969,0.013,1.583,0.043,0.042,1.055,0.025,0.024,1.561,0.022,0.023,0.28,0.02,0.01,9.89,0.04,0.04,1.073,0.128,0.156,1,,330
201,331,10285631,,b,m15,,16.87,17.93,,,K00331,5506,60,60,0.11,0.04,0.04,11.798,0.017,1.031,0.016,1.992,0.056,0.054,1.136,0.022,0.021,1.983,0.033,0.035,0.15,0.01,0.01,9.84,0.02,0.02,1.139,0.156,0.194,1.001,,331
202,332,10290666,,f,,18.42,52.23,24.43,,,K00332,5798,60,60,0.38,0.04,0.04,11.475,0.019,1.526,0.018,1.512,0.039,0.038,1.239,0.022,0.049,1.504,0.022,0.017,0.36,0.02,0.02,9.65,0.12,0.05,1.572,0.208,0.238,1,,332
203,333,10337258,Kepler-527,a,a18,7.26,6.87,7.28,6.89,,K00333,6208,60,60,0.11,0.04,0.04,12.125,0.017,1.357,0.013,1.216,0.028,0.028,1.192,0.024,0.034,1.212,0.013,0.012,0.67,0.03,0.04,9.23,0.18,0.21,1.382,0.071,0.102,1,,333
204,337,10545066,,b,a18,35.39,33.40,33.46,,31.85,K00337,5724,60,60,0.07,0.04,0.04,12.409,0.019,1.299,0.016,1.173,0.031,0.03,0.979,0.03,0.029,1.162,0.016,0.015,0.62,0.04,0.03,9.94,0.07,0.08,1.303,0.134,0.165,1.005,,337
205,338,10552611,Kepler-141,b,m13,18.78,61.17,33.02,30.77,,K00338,5019,60,60,0.33,0.04,0.04,11.393,0.017,3.344,0.014,0.778,0.02,0.019,0.878,0.007,0.016,0.788,0.003,0.002,1.8,0.01,0.05,8.95,0.53,0.23,3.076,0.103,0.126,1.005,,338
206,339,10587105,,b,a18,20.71,28.34,18.32,27.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,341,10878263,Kepler-414,a,a18,18.44,18.31,18.46,18.55,19.21,K00341,5567,60,60,0.18,0.04,0.04,11.698,0.02,2.443,0.017,0.875,0.022,0.021,0.966,0.017,0.016,0.881,0.008,0.008,1.41,0.05,0.06,9.19,0.25,0.69,2.239,0.088,0.132,1.002,,341
208,343,10982872,Kepler-142,b,d20,29.48,29.54,9.72,,,K00343,5759,60,60,0.05,0.04,0.04,11.762,0.021,1.847,0.014,1.101,0.027,0.026,0.978,0.035,0.031,1.099,0.01,0.011,0.74,0.04,0.04,9.88,0.09,0.11,1.863,0.168,0.22,1.005,,343
209,344,11015108,Kepler-530,b,d20,23.79,24.16,12.18,24.15,,K00344,5600,60,60,-0.18,0.04,0.04,11.9,0.02,2.209,0.015,0.881,0.022,0.021,0.856,0.035,0.03,0.878,0.009,0.009,1.26,0.09,0.07,9.88,0.13,0.19,2.293,0.102,0.144,1.006,1.002,344
210,345,11074541,Kepler-531,b,a18,34.93,34.44,35.05,35.05,34.80,K00345,4935,60,60,0.05,0.04,0.04,11.177,0.022,3.98,0.013,0.73,0.02,0.019,0.792,0.01,0.023,0.739,0.004,0.004,1.96,0.04,0.08,9.44,0.38,0.18,3.806,0.122,0.121,1,,345
211,346,11100383,Kepler-532,a,m13,15.54,15.08,15.16,15.15,14.99,K00346,5120,60,60,0.1,0.04,0.04,11.545,0.02,3.221,0.02,0.748,0.02,0.019,0.834,0.009,0.013,0.762,0.004,0.007,1.89,0.05,0.04,9.14,0.31,0.58,2.978,0.089,0.116,1,1.0014,346
212,347,11189127,,a,d20,,,2.63,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,348,11194032,Kepler-533,b,a18,35.94,36.89,37.74,37.09,41.54,K00348,4790,60,60,0.07,0.04,0.04,11.683,0.019,3.325,0.016,0.706,0.019,0.019,0.764,0.015,0.023,0.715,0.003,0.004,2.09,0.05,0.08,9.52,0.35,0.55,3.158,0.088,0.098,1,1,348
214,349,11394027,,b,d20,18.60,31.07,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,350,11395587,,b,a18,20.78,19.71,17.85,19.67,,K00350,5785,60,60,0.06,0.04,0.04,11.923,0.021,1.92,0.014,0.983,0.024,0.023,1.015,0.029,0.03,0.978,0.01,0.008,1.09,0.04,0.06,9.42,0.22,0.36,1.866,0.108,0.155,1.01,,350
216,351,11442793,Kepler-90,f,,17.94,13.64,9.76,,,K00351,6015,60,60,0.1,0.04,0.04,12.482,0.024,1.203,0.015,1.185,0.031,0.03,1.108,0.035,0.033,1.178,0.017,0.014,0.67,0.03,0.04,9.55,0.12,0.16,1.136,0.117,0.162,1,,351
217,352,11521793,Kepler-143,b,a18,13.17,41.38,13.71,,,K00352,5802,60,60,-0.01,0.04,0.04,12.223,0.025,1.26,0.017,1.314,0.036,0.035,0.982,0.028,0.027,1.298,0.019,0.019,0.45,0.03,0.02,9.97,0.05,0.06,1.31,0.143,0.179,1.116,,352
218,353,11566064,,b,d20,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,354,11568987,,b,d20,,13.13,14.98,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,355,11621223,Kepler-535,b,a18,10.80,10.41,11.00,10.39,,K00355,6128,60,60,0.2,0.04,0.04,11.845,0.019,1.483,0.012,1.276,0.03,0.029,1.203,0.013,0.022,1.271,0.012,0.012,0.58,0.03,0.03,9.39,0.1,0.08,1.487,0.12,0.16,1,,355
221,356,11624249,Kepler-536,b,a18,21.40,58.31,17.52,,,K00356,5485,60,60,0.03,0.04,0.04,11.892,0.021,2.191,0.07,0.914,0.038,0.036,0.908,0.032,0.032,0.894,0.029,0.025,1.26,0.14,0.14,9.75,0.2,0.34,2.188,0.118,0.161,1.02,1.0342,356
222,361,12404954,Kepler-537,b,a18,23.77,24.33,21.51,24.50,,K00361,5697,60,60,0.14,0.04,0.04,11.623,0.023,2.3,0.012,0.946,0.023,0.022,1.017,0.022,0.032,0.949,0.006,0.007,1.19,0.04,0.05,9.25,0.3,0.54,2.128,0.132,0.195,1,,361
223,364,7296438,,b,a18,25.34,25.64,25.57,,,K00364,5808,60,60,0.27,0.04,0.04,8.645,0.012,6.039,0.026,1.4,0.031,0.03,1.153,0.027,0.043,1.403,0.01,0.008,0.41,0.02,0.02,9.76,0.08,0.06,5.566,0.637,0.748,1.001,1.1339,364
224,365,11623629,,b,a18,16.06,33.00,47.11,,,K00365,5498,60,60,-0.08,0.04,0.04,9.645,0.013,6.436,0.029,0.862,0.02,0.02,0.881,0.029,0.035,0.859,0.007,0.006,1.39,0.07,0.08,9.73,0.19,0.25,6.398,0.315,0.433,1.001,,365
225,366,3545478,,b,m15,,1.98,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,367,4815520,,b,d20,16.28,23.49,11.82,23.37,,K00367,5731,60,60,0.19,0.04,0.04,9.64,0.017,5.404,0.024,1.001,0.023,0.022,1.048,0.036,0.036,1,0.006,0.007,1.05,0.06,0.04,9.37,0.25,0.63,4.991,0.357,0.532,1,,367
